"Date","Price","Open","High","Low","Vol.","Change %"
"08/23/2024","2,244.38","2,236.03","2,256.48","2,232.90","","0.43%"
"08/22/2024","2,234.80","2,253.09","2,255.82","2,224.75","","-0.75%"
"08/21/2024","2,251.77","2,259.18","2,266.25","2,243.53","","-0.25%"
"08/20/2024","2,257.45","2,257.84","2,281.32","2,251.81","","-0.06%"
"08/19/2024","2,258.89","2,275.13","2,276.19","2,253.19","","-0.65%"
"08/16/2024","2,273.64","2,239.48","2,276.95","2,231.68","","1.55%"
"08/15/2024","2,238.96","2,222.65","2,246.73","2,220.94","","0.75%"
"08/14/2024","2,222.28","2,242.53","2,251.23","2,212.75","","-0.88%"
"08/13/2024","2,241.94","2,262.25","2,265.94","2,239.35","","-0.76%"
"08/12/2024","2,259.22","2,227.40","2,262.74","2,219.53","","1.46%"
"08/09/2024","2,226.73","2,223.34","2,232.10","2,212.73","","0.17%"
"08/08/2024","2,222.96","2,181.67","2,225.06","2,179.06","","1.90%"
"08/07/2024","2,181.53","2,187.97","2,204.76","2,177.53","","-0.22%"
"08/06/2024","2,186.41","2,201.28","2,214.95","2,178.86","","-0.65%"
"08/05/2024","2,200.68","2,237.17","2,248.46","2,155.23","","-1.72%"
"08/02/2024","2,239.12","2,266.44","2,285.79","2,207.61","","-1.23%"
"08/01/2024","2,266.89","2,260.84","2,276.83","2,250.75","","0.31%"
"07/31/2024","2,259.89","2,228.93","2,265.10","2,220.57","","1.50%"
"07/30/2024","2,226.59","2,203.13","2,231.88","2,197.25","","1.09%"
"07/29/2024","2,202.63","2,197.01","2,216.43","2,189.54","","0.22%"
"07/26/2024","2,197.80","2,179.65","2,201.38","2,170.68","","0.85%"
"07/25/2024","2,179.33","2,211.44","2,215.45","2,167.04","","-1.43%"
"07/24/2024","2,211.00","2,220.25","2,241.41","2,210.87","","-0.36%"
"07/23/2024","2,218.89","2,200.42","2,220.77","2,194.01","","0.87%"
"07/22/2024","2,199.72","2,206.58","2,214.64","2,190.87","","-0.30%"
"07/19/2024","2,206.41","2,244.35","2,245.02","2,198.89","","-1.68%"
"07/18/2024","2,244.14","2,248.02","2,263.87","2,239.11","","-0.09%"
"07/17/2024","2,246.25","2,265.32","2,277.09","2,242.53","","-0.81%"
"07/16/2024","2,264.67","2,223.54","2,265.81","2,221.30","","1.87%"
"07/15/2024","2,223.15","2,214.97","2,236.11","2,205.53","","0.58%"
"07/12/2024","2,210.25","2,222.28","2,224.02","2,197.06","","-0.52%"
"07/11/2024","2,221.89","2,189.37","2,230.87","2,188.36","","1.50%"
"07/10/2024","2,189.10","2,186.15","2,205.44","2,184.37","","0.16%"
"07/09/2024","2,185.51","2,180.81","2,190.58","2,173.64","","0.31%"
"07/08/2024","2,178.74","2,212.86","2,214.30","2,170.47","","-1.24%"
"07/05/2024","2,206.15","2,179.41","2,208.85","2,176.71","","1.24%"
"07/04/2024","2,179.17","2,184.15","2,189.54","2,178.71","","-0.22%"
"07/03/2024","2,183.91","2,168.55","2,189.29","2,165.60","","0.76%"
"07/02/2024","2,167.40","2,171.22","2,176.51","2,161.65","","-0.10%"
"07/01/2024","2,169.65","2,168.75","2,176.41","2,154.57","","-0.06%"
"06/28/2024","2,170.96","2,175.10","2,185.73","2,168.52","","-0.16%"
"06/27/2024","2,174.35","2,151.42","2,177.12","2,147.30","","1.14%"
"06/26/2024","2,149.84","2,165.06","2,170.60","2,147.18","","-0.66%"
"06/25/2024","2,164.18","2,173.71","2,179.03","2,162.22","","-0.42%"
"06/24/2024","2,173.36","2,172.15","2,178.65","2,164.26","","0.12%"
"06/21/2024","2,170.80","2,205.28","2,217.36","2,166.52","","-1.54%"
"06/20/2024","2,204.76","2,165.30","2,207.17","2,164.60","","1.85%"
"06/19/2024","2,164.61","2,168.91","2,174.90","2,162.82","","-0.16%"
"06/18/2024","2,168.12","2,160.28","2,172.76","2,151.96","","0.42%"
"06/17/2024","2,159.02","2,179.75","2,180.01","2,154.60","","-0.92%"
"06/14/2024","2,179.11","2,145.44","2,186.75","2,142.82","","1.59%"
"06/13/2024","2,144.95","2,150.15","2,153.61","2,134.76","","-0.17%"
"06/12/2024","2,148.61","2,157.26","2,162.81","2,140.83","","-0.36%"
"06/11/2024","2,156.37","2,146.45","2,161.97","2,133.69","","0.51%"
"06/10/2024","2,145.36","2,124.62","2,151.66","2,124.16","","1.09%"
"06/07/2024","2,122.14","2,182.05","2,191.75","2,116.79","","-2.71%"
"06/06/2024","2,181.30","2,166.36","2,185.79","2,162.80","","0.75%"
"06/05/2024","2,165.14","2,138.74","2,170.21","2,136.71","","1.30%"
"06/04/2024","2,137.33","2,156.06","2,157.41","2,129.52","","-0.79%"
"06/03/2024","2,154.42","2,144.76","2,163.49","2,133.48","","0.41%"
"05/31/2024","2,145.60","2,164.86","2,169.90","2,140.23","","-0.87%"
"05/30/2024","2,164.52","2,164.02","2,170.68","2,152.48","","0.04%"
"05/29/2024","2,163.55","2,172.79","2,177.49","2,151.84","","-0.51%"
"05/28/2024","2,174.60","2,165.02","2,175.59","2,151.75","","0.45%"
"05/27/2024","2,164.78","2,150.53","2,173.26","2,149.64","","0.64%"
"05/24/2024","2,151.02","2,153.55","2,164.27","2,148.75","","-0.10%"
"05/23/2024","2,153.14","2,197.85","2,201.78","2,152.03","","-2.00%"
"05/22/2024","2,196.98","2,231.55","2,234.35","2,194.48","","-1.49%"
"05/21/2024","2,230.25","2,234.72","2,241.61","2,215.83","","-0.17%"
"05/20/2024","2,234.13","2,222.78","2,252.11","2,217.52","","0.60%"
"05/17/2024","2,220.79","2,186.93","2,229.05","2,186.06","","1.59%"
"05/16/2024","2,186.05","2,192.24","2,201.12","2,181.34","","-0.25%"
"05/15/2024","2,191.56","2,179.52","2,197.47","2,170.77","","0.62%"
"05/14/2024","2,178.02","2,165.44","2,180.80","2,163.63","","0.61%"
"05/13/2024","2,164.74","2,191.05","2,195.83","2,161.41","","-1.19%"
"05/10/2024","2,190.79","2,176.23","2,206.75","2,174.34","","0.68%"
"05/09/2024","2,175.90","2,147.81","2,177.13","2,147.06","","1.36%"
"05/08/2024","2,146.79","2,151.67","2,161.79","2,145.17","","-0.21%"
"05/07/2024","2,151.27","2,157.81","2,163.17","2,145.04","","-0.29%"
"05/06/2024","2,157.49","2,139.74","2,163.07","2,129.43","","0.84%"
"05/03/2024","2,139.50","2,148.11","2,151.04","2,113.66","","-0.34%"
"05/02/2024","2,146.84","2,165.39","2,171.72","2,137.50","","-0.83%"
"05/01/2024","2,164.79","2,143.46","2,170.74","2,140.76","","1.04%"
"04/30/2024","2,142.60","2,178.76","2,181.36","2,141.54","","-1.62%"
"04/29/2024","2,177.85","2,186.04","2,188.47","2,165.68","","-0.34%"
"04/26/2024","2,185.29","2,173.59","2,192.75","2,168.82","","0.57%"
"04/25/2024","2,172.96","2,164.66","2,188.51","2,153.51","","0.42%"
"04/24/2024","2,163.90","2,170.05","2,186.42","2,162.48","","-0.25%"
"04/23/2024","2,169.29","2,184.04","2,190.97","2,149.32","","-0.64%"
"04/22/2024","2,183.36","2,244.47","2,244.89","2,181.48","","-2.70%"
"04/19/2024","2,243.96","2,235.17","2,277.15","2,226.05","","0.41%"
"04/18/2024","2,234.69","2,211.18","2,244.00","2,209.32","","1.12%"
"04/17/2024","2,210.01","2,243.89","2,252.68","2,206.46","","-1.47%"
"04/16/2024","2,243.09","2,243.09","2,257.59","2,222.52","","0.06%"
"04/15/2024","2,241.66","2,203.49","2,247.42","2,187.39","","1.85%"
"04/12/2024","2,201.01","2,211.81","2,287.00","2,193.70","","-0.45%"
"04/11/2024","2,211.03","2,171.98","2,216.97","2,165.48","","1.82%"
"04/10/2024","2,171.60","2,167.21","2,187.47","2,154.30","","0.24%"
"04/09/2024","2,166.49","2,154.08","2,177.62","2,151.57","","0.61%"
"04/08/2024","2,153.33","2,148.63","2,171.57","2,126.61","","0.20%"
"04/05/2024","2,149.10","2,113.63","2,150.62","2,092.81","","1.72%"
"04/04/2024","2,112.81","2,122.67","2,125.44","2,101.74","","-0.40%"
"04/03/2024","2,121.40","2,117.23","2,124.84","2,102.10","","0.22%"
"04/02/2024","2,116.79","2,095.79","2,118.46","2,090.74","","1.01%"
"04/01/2024","2,095.67","2,069.80","2,099.91","2,067.89","","1.33%"
"03/29/2024","2,068.16","2,070.52","2,073.84","2,066.35","","-0.08%"
"03/28/2024","2,069.86","2,027.03","2,072.68","2,022.09","","2.15%"
"03/27/2024","2,026.27","2,011.54","2,029.36","2,008.43","","0.77%"
"03/26/2024","2,010.74","2,004.15","2,026.48","1,999.68","","0.36%"
"03/25/2024","2,003.44","2,003.51","2,013.14","2,000.28","","0.02%"
"03/22/2024","2,002.95","2,008.57","2,014.22","1,995.88","","-0.25%"
"03/21/2024","2,007.98","2,002.04","2,033.76","1,994.29","","0.34%"
"03/20/2024","2,001.27","1,985.59","2,005.61","1,981.51","","0.82%"
"03/19/2024","1,985.02","1,986.73","1,989.87","1,978.63","","-0.06%"
"03/18/2024","1,986.15","1,979.18","1,988.13","1,970.57","","0.35%"
"03/15/2024","1,979.20","1,987.16","1,995.17","1,979.36","","-0.35%"
"03/14/2024","1,986.08","1,986.39","1,988.76","1,976.35","","0.02%"
"03/13/2024","1,985.60","1,975.45","1,989.02","1,972.36","","0.54%"
"03/12/2024","1,974.86","1,997.69","1,999.78","1,969.23","","-1.12%"
"03/11/2024","1,997.27","1,989.99","2,002.28","1,988.59","","0.35%"
"03/08/2024","1,990.23","1,973.15","2,006.49","1,968.03","","0.92%"
"03/07/2024","1,972.05","1,971.47","1,989.06","1,966.69","","0.08%"
"03/06/2024","1,970.39","1,959.75","1,974.02","1,953.02","","0.58%"
"03/05/2024","1,959.10","1,947.58","1,974.32","1,945.01","","0.63%"
"03/04/2024","1,946.76","1,921.74","1,951.98","1,917.34","","1.30%"
"03/01/2024","1,921.77","1,891.85","1,926.74","1,885.24","","1.62%"
"02/29/2024","1,891.15","1,877.50","1,895.29","1,872.04","","0.78%"
"02/28/2024","1,876.46","1,871.97","1,882.41","1,871.53","","0.27%"
"02/27/2024","1,871.35","1,871.59","1,879.52","1,870.29","","0.01%"
"02/26/2024","1,871.18","1,880.61","1,882.01","1,866.45","","-0.53%"
"02/23/2024","1,881.09","1,870.18","1,885.37","1,862.99","","0.62%"
"02/22/2024","1,869.42","1,872.70","1,874.70","1,866.44","","-0.14%"
"02/21/2024","1,872.07","1,873.18","1,880.05","1,868.85","","-0.04%"
"02/20/2024","1,872.87","1,870.92","1,878.61","1,870.00","","0.14%"
"02/19/2024","1,870.27","1,868.35","1,876.68","1,866.02","","0.13%"
"02/16/2024","1,867.79","1,861.03","1,870.07","1,855.67","","0.45%"
"02/15/2024","1,859.44","1,857.26","1,863.40","1,855.30","","0.15%"
"02/14/2024","1,856.72","1,861.20","1,863.63","1,851.80","","-0.21%"
"02/13/2024","1,860.59","1,875.50","1,884.51","1,856.97","","-0.75%"
"02/12/2024","1,874.63","1,877.81","1,882.92","1,868.19","","-0.11%"
"02/09/2024","1,876.65","1,887.33","1,889.36","1,873.34","","-0.54%"
"02/08/2024","1,886.80","1,889.36","1,891.79","1,879.33","","-0.09%"
"02/07/2024","1,888.48","1,893.26","1,898.20","1,885.51","","-0.23%"
